SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,OCCUPATION_TYPE,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,FLAG_DOCUMENT_17,AMT_REQ_CREDIT_BUREAU_YEAR
100743,0,Cash loans,F,N,Y,0,38250,47970,5166,45000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-19989,Labourers,Business Entity Type 3,,0.622548994,0.785052026,0,1
100746,0,Revolving loans,M,Y,Y,0,171000,495000,24750,495000,Unaccompanied,Pensioner,Higher education,Married,House / apartment,-17806,,XNA,,0.73688477,0.570916542,0,2
100748,0,Cash loans,F,Y,Y,1,103500,270000,14778,270000,"Spouse, partner",Working,Higher education,Married,House / apartment,-16540,Sales staff,Self-employed,,0.691802861,0.397946322,0,0
100749,0,Cash loans,F,N,N,0,171000,679500,19998,679500,Unaccompanied,Working,Higher education,Married,House / apartment,-17016,Sales staff,Self-employed,0.736509544,0.679545482,0.282248434,0,3
100750,0,Cash loans,F,N,Y,0,121500,472500,19993.5,472500,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,-13432,Labourers,Business Entity Type 3,,0.551091486,0.493862882,0,1
100755,0,Cash loans,F,N,Y,0,90000,107820,7420.5,90000,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10598,,Business Entity Type 3,,0.157111093,,0,
100756,0,Cash loans,F,N,Y,0,202500,247675.5,25506,229500,Unaccompanied,Working,Higher education,Married,House / apartment,-19361,Core staff,Government,,0.755053849,,0,
100757,0,Cash loans,F,N,N,0,180000,675000,21906,675000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-18355,Labourers,Business Entity Type 3,,0.163187035,0.574446617,0,1
100758,0,Cash loans,F,N,Y,1,157500,448056,17019,315000,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,-13419,Cleaning staff,Restaurant,0.594010556,0.459895604,0.283711883,0,0
100759,0,Cash loans,M,Y,N,2,202500,938304,50121,810000,Unaccompanied,Commercial associate,Incomplete higher,Married,Municipal apartment,-16290,Drivers,Business Entity Type 3,0.365523849,0.777228325,0.522697317,0,1
100761,0,Cash loans,F,N,N,0,225000,225000,14778,225000,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,-11518,Realty agents,Services,0.486642867,0.591354993,0.621226338,0,2
100764,0,Revolving loans,M,Y,Y,0,135000,180000,9000,180000,Unaccompanied,Working,Higher education,Married,House / apartment,-10630,Managers,Emergency,0.233619739,0.719635322,0.556727426,0,0
100766,0,Cash loans,M,Y,Y,2,126000,157050,9621,112500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-14385,Drivers,Business Entity Type 3,,0.449648088,0.735220999,0,0
100767,0,Cash loans,M,N,Y,0,157500,808650,31464,675000,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13962,Labourers,Other,0.239934046,0.576330632,,0,
100768,0,Cash loans,M,Y,N,0,112500,277969.5,10606.5,229500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-20438,Labourers,Business Entity Type 3,0.722558634,0.639849148,0.556727426,0,3
100769,0,Cash loans,M,N,Y,2,247500,805500,58243.5,805500,"Spouse, partner",Working,Higher education,Married,House / apartment,-13877,Managers,Transport: type 4,0.4992824,0.588207081,0.465069215,0,2
100771,0,Cash loans,M,N,Y,1,288000,1971072,68643,1800000,Unaccompanied,Working,Higher education,Married,House / apartment,-17087,Managers,Industry: type 9,0.510542374,0.419167652,0.41359676,0,1
100773,0,Cash loans,F,N,Y,0,112500,254700,26226,225000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,-23049,,XNA,,0.481826998,0.465069215,0,2
100774,0,Cash loans,F,N,Y,0,90000,675000,22437,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-19164,Sales staff,Self-employed,,0.056690285,0.740799088,0,2
100775,0,Cash loans,M,Y,N,0,112500,351000,22558.5,351000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-8384,Labourers,Industry: type 9,,0.52234659,,0,2
100776,0,Cash loans,F,N,Y,0,225000,1096020,52857,900000,Family,Commercial associate,Higher education,Married,House / apartment,-12405,Accountants,Self-employed,,0.49692406,0.560284328,0,1
100778,0,Cash loans,M,Y,Y,0,202500,1006920,51543,900000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-18323,Drivers,Industry: type 11,0.5357022,0.617686137,0.553164699,0,7
100779,0,Cash loans,F,N,Y,0,135000,1125000,46557,1125000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-20681,High skill tech staff,Business Entity Type 2,0.721792464,0.634591871,0.73801962,0,1
100780,0,Cash loans,F,N,N,0,112500,679500,30834,679500,Unaccompanied,Working,Higher education,Married,House / apartment,-10565,Core staff,Self-employed,,0.68899839,0.461482391,0,0
100781,0,Cash loans,M,Y,Y,0,405000,1327648.5,42826.5,1039500,Family,Commercial associate,Higher education,Married,House / apartment,-20204,Drivers,Self-employed,,0.722288043,0.126897526,0,3
100782,0,Cash loans,M,N,N,0,225000,1017000,29866.5,1017000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-15573,Drivers,Government,,0.736821168,0.160488931,0,5
100783,0,Revolving loans,M,N,Y,0,135000,180000,9000,180000,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-9543,Labourers,Self-employed,0.214224864,0.383991962,0.312365369,0,2
100784,1,Cash loans,F,N,Y,0,54000,1885500,74191.5,1885500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-22181,,XNA,,0.623843014,,0,
100785,0,Cash loans,F,Y,N,0,67500,293535,18085.5,265500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-21306,,XNA,,0.142996794,0.646329898,0,1
100786,0,Cash loans,F,N,N,0,270000,265851,11839.5,229500,Unaccompanied,Working,Higher education,Married,House / apartment,-16625,,School,,0.554405383,0.567379237,0,2
100787,0,Cash loans,M,Y,N,0,270000,675000,28507.5,675000,Unaccompanied,Working,Higher education,Separated,House / apartment,-16590,Managers,Trade: type 7,0.661105664,0.721879926,0.417099668,0,0
100788,0,Cash loans,F,N,N,0,112500,450000,47254.5,450000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-10114,Core staff,Mobile,0.694558926,0.705811256,0.474051289,0,2
100789,0,Cash loans,F,N,Y,0,112500,813195,24786,702000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-16329,,Business Entity Type 3,,0.493130428,0.767523105,0,0
100790,0,Cash loans,M,Y,N,0,157500,339948,27387,315000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-9365,Labourers,Business Entity Type 3,0.148193328,0.514763676,0.600657537,0,7
100793,0,Cash loans,F,N,Y,0,126000,808650,26217,675000,Family,State servant,Higher education,Married,House / apartment,-13037,Accountants,Government,0.3879726,0.268615378,0.689479143,0,2
100794,0,Cash loans,F,N,Y,0,49500,431280,18400.5,360000,Family,Pensioner,Secondary / secondary special,Widow,House / apartment,-21351,,XNA,,0.191542793,0.771361592,0,1
100795,0,Cash loans,M,Y,Y,1,180000,963000,31194,963000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-13778,Managers,Business Entity Type 3,0.210866525,0.170437819,0.77008707,0,0
100796,1,Cash loans,F,N,Y,0,405000,413235,32778,337500,Unaccompanied,Commercial associate,Secondary / secondary special,Widow,House / apartment,-19311,Cleaning staff,Self-employed,0.564583893,0.343727656,0.32647521,0,1
100798,0,Cash loans,M,N,Y,0,81000,454500,31761,454500,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,-16658,Labourers,Business Entity Type 2,,0.559822472,0.70620511,0,3
100799,0,Cash loans,F,Y,Y,0,103500,886090.5,39159,792000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-21411,,Medicine,,0.573712167,0.549596502,0,5
100800,0,Cash loans,F,N,Y,0,126000,698517,23215.5,603000,Unaccompanied,Pensioner,Lower secondary,Widow,House / apartment,-21314,,XNA,,0.299789259,0.689479143,0,2
100801,0,Cash loans,F,N,Y,0,112500,223884,26568,202500,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,-9528,Core staff,Services,,0.225775944,,0,
100802,0,Cash loans,F,N,Y,0,76500,499261.5,18949.5,351000,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,-19169,Sales staff,Self-employed,,0.265247816,0.50107516,0,6
100803,0,Cash loans,F,N,Y,0,135000,679500,32818.5,679500,Family,Commercial associate,Higher education,Civil marriage,House / apartment,-11847,Sales staff,Trade: type 7,,0.534557615,0.270707387,0,2
100804,0,Cash loans,F,N,Y,2,157500,407727,32341.5,333000,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,-12200,Labourers,Trade: type 1,,0.132357113,0.072496677,0,0
100805,0,Cash loans,M,Y,N,0,270000,1098000,28962,1098000,Unaccompanied,Working,Higher education,Married,House / apartment,-11809,Managers,Business Entity Type 3,0.366018047,0.691201083,0.683268831,0,1
100806,0,Cash loans,F,N,Y,0,247500,654498,26086.5,585000,Unaccompanied,State servant,Higher education,Married,House / apartment,-18178,Core staff,Police,0.727114219,0.558577323,0.6075573,0,1
100807,0,Cash loans,M,Y,Y,2,180000,675000,32602.5,675000,Family,Working,Secondary / secondary special,Married,House / apartment,-14014,Labourers,Business Entity Type 3,,0.571191331,0.44005783,0,2
100808,1,Cash loans,F,N,Y,2,135000,640080,31261.5,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-9904,,Business Entity Type 3,0.688832266,0.712790847,0.363945239,0,3
100809,0,Cash loans,F,N,Y,0,112500,95940,10201.5,90000,Family,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18711,Sales staff,Self-employed,,0.556948357,0.754406173,0,2
100810,0,Revolving loans,M,Y,Y,2,540000,900000,45000,900000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-12643,Managers,Self-employed,0.515475859,0.193497463,0.424130311,0,0
100811,0,Cash loans,M,N,N,0,180000,1649646,43645.5,1377000,Unaccompanied,Working,Higher education,Married,House / apartment,-20220,Managers,Business Entity Type 3,0.759916894,0.796865713,0.511891802,0,0
100812,0,Cash loans,F,N,Y,1,270000,274779,28287,261000,Unaccompanied,Commercial associate,Higher education,Separated,Municipal apartment,-13706,,Industry: type 9,0.765642817,0.754098125,0.754406173,0,4
100813,0,Cash loans,F,N,N,0,135000,635962.5,21865.5,549000,Unaccompanied,Working,Secondary / secondary special,Widow,Municipal apartment,-15069,,Transport: type 4,,0.639340031,0.669056695,0,1
100814,0,Cash loans,F,N,Y,0,126000,942300,27679.5,675000,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,-21704,Core staff,Police,0.884780429,0.77048963,0.795803133,0,1
100815,0,Cash loans,M,Y,Y,0,112500,225000,12694.5,225000,Unaccompanied,Pensioner,Higher education,Married,House / apartment,-22725,,XNA,,0.429090899,0.772631135,0,2
100816,1,Cash loans,F,N,Y,0,157500,88884,4950,67500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-22562,,XNA,,0.553076064,0.391054977,0,5
100817,0,Cash loans,F,N,N,0,67500,364032,9733.5,288000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-19335,Labourers,Business Entity Type 3,,0.581815313,0.096948317,0,0
100818,0,Cash loans,M,N,Y,0,225000,900000,46084.5,900000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-11763,Managers,Self-employed,,0.549235218,0.461482391,0,1
100819,0,Cash loans,F,N,N,0,279000,1520253,44581.5,1327500,Unaccompanied,Pensioner,Secondary / secondary special,Married,Municipal apartment,-20895,,XNA,,0.743211582,0.508286991,0,2
100820,0,Cash loans,M,N,Y,1,157500,808650,26217,675000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-18007,Drivers,Self-employed,,0.585763124,0.865895915,0,0
100821,0,Cash loans,F,N,N,0,180000,1468719,40387.5,1282500,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-21579,,Business Entity Type 3,,0.634292644,0.408358853,0,1
100822,0,Cash loans,M,N,Y,1,225000,616923,48870,558000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-11653,,Business Entity Type 3,0.266060519,0.285897872,0.499272015,0,1
100824,0,Revolving loans,F,N,Y,0,112500,270000,13500,270000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-16219,Sales staff,Self-employed,,0.638522772,0.457899551,0,2
100825,0,Cash loans,F,N,Y,0,225000,500211,26779.5,463500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-21435,,XNA,,0.067070397,,0,
100827,0,Cash loans,F,N,N,0,117000,225000,17775,225000,Unaccompanied,Working,Higher education,Single / not married,House / apartment,-8759,Accountants,Agriculture,0.342158873,0.325833724,0.197474512,0,0
100828,0,Cash loans,F,N,Y,0,153000,450000,47880,450000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-10662,,Business Entity Type 3,0.236908562,0.402543751,,0,
100829,0,Cash loans,F,N,N,0,90000,253737,14697,229500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-21082,,XNA,,0.314586619,0.694092643,0,0
100831,0,Cash loans,F,Y,Y,2,67500,497520,33376.5,450000,Children,Commercial associate,Higher education,Married,House / apartment,-10237,Labourers,Industry: type 9,0.409814207,0.656029059,0.475849909,0,3
100832,0,Cash loans,F,N,Y,1,90000,131922,7285.5,94500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-14966,Core staff,Kindergarten,,0.600931245,0.515495375,0,4
100833,0,Cash loans,F,N,Y,0,121500,723996,20448,585000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-14804,Medicine staff,Medicine,0.405747623,0.589959181,0.450747282,0,0
100834,0,Cash loans,M,N,Y,2,202500,485640,38938.5,450000,Unaccompanied,Working,Incomplete higher,Married,Rented apartment,-16133,,Transport: type 4,,0.560490555,0.675413291,0,1
100835,0,Cash loans,M,Y,Y,0,337500,267102,20686.5,247500,Unaccompanied,Commercial associate,Higher education,Single / not married,Co-op apartment,-19594,Labourers,Construction,,0.257990892,0.445396242,0,0
100837,0,Revolving loans,F,N,Y,2,45000,135000,6750,,,Commercial associate,Secondary / secondary special,Married,House / apartment,-10072,Core staff,Kindergarten,0.358509151,0.378174207,,0,
100838,0,Cash loans,F,N,N,0,81000,229500,12447,229500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-16053,Core staff,Government,0.49679854,0.507633077,0.125307878,0,0
100839,1,Cash loans,M,N,N,0,180000,824823,29353.5,688500,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16532,Labourers,Business Entity Type 3,,0.162144568,0.26504943,0,1
100840,1,Cash loans,M,Y,Y,0,135000,450000,30442.5,450000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-14655,Core staff,Transport: type 2,,0.378102217,0.651260219,0,1
100841,0,Cash loans,F,N,N,0,225000,835380,31086,675000,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,-8675,Core staff,Self-employed,0.378165078,0.174428797,0.329655054,0,0
100842,0,Cash loans,M,Y,Y,1,247500,1087474.5,46206,972000,Unaccompanied,Working,Secondary / secondary special,Married,Office apartment,-11667,,Military,0.376962283,0.557094044,0.617826147,0,3
100843,0,Cash loans,F,N,N,0,117000,1078200,31522.5,900000,Family,State servant,Secondary / secondary special,Married,Municipal apartment,-19235,Core staff,Kindergarten,0.844427767,0.765105787,0.612704244,0,1
100844,0,Cash loans,M,N,Y,2,180000,942300,34749,675000,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,-11395,Labourers,Electricity,,0.687727124,0.342528872,0,1
100845,0,Cash loans,M,N,Y,1,67500,439074,21253.5,328500,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,-10140,,Transport: type 4,0.259692369,0.153570573,0.174564266,0,0
100846,0,Cash loans,F,N,N,0,58500,888840,29506.5,675000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,-23491,,XNA,0.720370203,0.015290232,0.524496446,0,8
100847,0,Cash loans,M,Y,Y,0,112500,90000,9351,90000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-12757,Labourers,Business Entity Type 3,,0.664275772,0.70918911,0,2
100848,0,Cash loans,M,Y,Y,0,157500,531706.5,34110,459000,Family,Working,Secondary / secondary special,Married,House / apartment,-14816,High skill tech staff,Business Entity Type 2,,0.66331437,0.719490785,0,1
100849,0,Cash loans,F,N,Y,0,225000,755190,30078,675000,Unaccompanied,State servant,Secondary / secondary special,Separated,House / apartment,-21264,Cooking staff,Medicine,,0.496404728,0.321735282,0,0
100850,0,Cash loans,M,N,N,0,342000,585000,17865,585000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-13978,,XNA,,0.651395705,0.226347396,0,0
100851,0,Revolving loans,M,Y,Y,0,67500,180000,9000,180000,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,-17796,Drivers,Self-employed,,0.718601752,0.377404249,0,0
100852,0,Cash loans,M,Y,Y,0,157500,1190340,63549,1125000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-19794,Managers,Business Entity Type 3,0.71148453,0.487906003,0.76102637,0,1
100853,0,Cash loans,F,N,Y,2,117000,276277.5,16825.5,238500,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,-13176,Cooking staff,Kindergarten,0.423123556,0.24748141,0.638043528,0,3
100854,0,Cash loans,M,N,N,1,202500,485640,38938.5,450000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-12418,Low-skill Labourers,Self-employed,0.276842023,0.389915931,0.345784802,0,4
100855,0,Cash loans,M,Y,N,0,270000,770292,39330,688500,Unaccompanied,Working,Higher education,Married,House / apartment,-16951,Drivers,Self-employed,0.601445229,0.269845848,0.483050188,0,1
100856,0,Cash loans,F,N,Y,0,112500,364896,19233,315000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-16862,High skill tech staff,Other,0.557282179,0.751420193,,0,
100857,0,Cash loans,F,N,Y,0,49500,153504,15084,144000,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23630,,XNA,,0.354224732,,0,
100858,0,Cash loans,M,Y,Y,2,270000,1467612,58333.5,1350000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-14907,Drivers,Business Entity Type 3,,0.545242101,0.2881296,0,1
100859,0,Cash loans,F,N,Y,0,270000,1225224,44140.5,990000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-14004,Core staff,Self-employed,0.87389904,0.558863073,0.389338792,0,5
100860,0,Cash loans,M,N,Y,1,180000,711747,56362.5,607500,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,-10241,Low-skill Labourers,Self-employed,0.22682139,0.438376843,,0,
100861,0,Cash loans,M,N,N,0,306000,2085120,72477,1800000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-14206,Private service staff,Other,0.325757559,0.63616237,0.340906426,0,4
100862,0,Cash loans,M,Y,Y,0,180000,957033,51120,904500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-11485,High skill tech staff,Business Entity Type 3,0.327211476,0.444701756,0.772631135,0,1
100863,0,Cash loans,F,N,Y,0,135000,253737,14296.5,229500,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,-23511,,XNA,0.848910967,0.583910108,0.802745476,0,1
100864,0,Cash loans,F,N,Y,0,135000,573628.5,27724.5,463500,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,House / apartment,-9132,High skill tech staff,Self-employed,0.563834058,0.195106426,,0,
100865,0,Cash loans,F,Y,Y,2,112500,573628.5,24435,463500,Unaccompanied,State servant,Higher education,Married,House / apartment,-13525,Medicine staff,Kindergarten,0.38380403,0.511294568,0.410102573,0,3
100866,0,Cash loans,F,N,Y,0,225000,398016,31576.5,360000,Unaccompanied,Working,Higher education,Separated,House / apartment,-15453,HR staff,Agriculture,0.698317006,0.716940565,0.445396242,0,0
100867,0,Cash loans,F,Y,Y,0,180000,239850,23494.5,225000,Unaccompanied,Pensioner,Higher education,Widow,House / apartment,-24645,,XNA,,0.542334328,0.273564678,0,4
100868,0,Cash loans,F,N,N,0,112500,450000,27324,450000,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,-19129,High skill tech staff,Business Entity Type 3,,0.608614524,,0,
100869,0,Cash loans,F,N,N,0,90000,242950.5,14994,184500,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,-16645,High skill tech staff,Business Entity Type 3,0.080514913,0.364352482,0.385914672,0,0
100870,0,Cash loans,F,N,Y,0,90000,203760,11506.5,180000,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,-18840,Core staff,Postal,,0.694481909,,0,
100871,0,Cash loans,M,N,Y,0,90288,405000,16623,405000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-7865,Sales staff,Trade: type 3,0.067713006,0.467993301,0.167408447,0,2
100873,0,Cash loans,F,N,Y,0,360000,1030500,43659,1030500,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,-19776,Accountants,Business Entity Type 3,0.689284914,0.747866114,,0,
100874,0,Cash loans,F,N,Y,0,225000,582768,59845.5,540000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-21642,,Electricity,,0.185184566,0.547810466,0,2
100875,0,Cash loans,F,N,Y,1,126000,260640,26838,225000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-10303,Labourers,Industry: type 5,,0.617402075,0.6041126,0,1
100876,0,Cash loans,F,Y,Y,1,139500,317178,23845.5,283500,Unaccompanied,Working,Higher education,Married,House / apartment,-13465,High skill tech staff,Industry: type 11,0.302677515,0.628358082,,0,
100877,0,Cash loans,F,N,Y,0,90000,238896,11619,189000,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,-16989,Labourers,Industry: type 3,,0.362293719,,0,
100878,0,Cash loans,F,N,Y,1,247500,835380,35523,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-16851,Labourers,Self-employed,,0.567330716,0.665854922,0,1
100879,1,Cash loans,F,Y,Y,0,450000,1323000,47650.5,1323000,Unaccompanied,Working,Higher education,Married,House / apartment,-18740,Sales staff,Trade: type 7,0.8216216,0.227396952,0.317031779,0,1
100880,0,Cash loans,F,N,N,0,67500,143910,14872.5,135000,Unaccompanied,Pensioner,Lower secondary,Married,House / apartment,-22637,,XNA,0.780023414,0.75198344,0.583237926,0,2
100881,0,Revolving loans,M,N,N,0,243000,180000,9000,180000,Unaccompanied,State servant,Secondary / secondary special,Single / not married,With parents,-7705,,Other,0.19647865,0.288112907,,0,
100882,0,Cash loans,F,N,Y,0,213750,765000,39060,765000,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,-14661,,Business Entity Type 3,0.136130343,0.682158885,0.771361592,0,1
100883,0,Cash loans,F,Y,N,2,112500,117162,11718,103500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-9106,Sales staff,Self-employed,,0.616058154,0.184116156,0,0
100884,0,Cash loans,F,N,Y,0,157500,327024,21420,270000,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,-10960,High skill tech staff,Medicine,0.114788227,0.576309274,0.16146308,0,0
100885,0,Cash loans,F,N,N,0,157500,557770.5,20164.5,481500,Family,Working,Secondary / secondary special,Single / not married,House / apartment,-12106,Medicine staff,Business Entity Type 3,0.613790193,0.650556037,0.466864006,0,3
100886,0,Cash loans,F,Y,Y,0,315000,697500,29682,697500,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,-15217,,Other,0.534767667,0.781679051,0.597192427,0,1
100887,0,Cash loans,F,N,Y,0,67500,157914,9193.5,139500,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,-24680,,XNA,,0.357281974,0.673830078,0,1
100888,0,Cash loans,F,Y,N,0,135000,900000,26446.5,900000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-18874,High skill tech staff,Industry: type 10,,0.696404018,0.810618022,0,6
100889,0,Revolving loans,F,Y,Y,0,450000,855000,42750,855000,"Spouse, partner",Commercial associate,Higher education,Married,House / apartment,-12385,HR staff,Self-employed,0.762881315,0.74159316,0.863363382,0,0
100890,0,Cash loans,F,N,Y,0,157500,553806,22090.5,495000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-20108,Medicine staff,Medicine,,0.708230108,0.661023539,0,0
100891,0,Cash loans,F,N,N,0,67500,203760,20281.5,180000,Family,Pensioner,Secondary / secondary special,Married,House / apartment,-21817,,XNA,,0.157328405,0.598926218,0,3
100892,0,Cash loans,M,N,Y,0,315000,312682.5,29515.5,297000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-18284,,XNA,,0.672784652,,0,
100893,0,Cash loans,F,N,Y,0,90000,701730,68490,675000,Children,Working,Higher education,Married,House / apartment,-16419,Core staff,School,0.842755266,0.751130073,0.792264474,0,3
100894,0,Cash loans,F,N,N,2,214650,1442952,42318,1260000,Family,Working,Higher education,Married,With parents,-11916,Core staff,Security Ministries,,0.191031985,0.678567689,0,1
100895,0,Cash loans,F,N,N,0,135000,675000,35964,675000,Unaccompanied,Working,Higher education,Married,House / apartment,-16054,High skill tech staff,Other,0.64085949,0.718057537,,0,
100896,1,Cash loans,F,N,N,0,112500,1006920,44352,900000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-13913,Labourers,Government,0.497092443,0.64565365,0.602386344,0,7
100897,0,Cash loans,M,N,Y,0,135000,550980,40221,450000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-8087,,Self-employed,,0.045287587,0.119877961,0,1
100898,0,Cash loans,F,N,Y,0,112500,497520,30568.5,450000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-22478,,XNA,,0.563929808,0.746300213,0,0
100899,0,Cash loans,F,N,N,1,67500,225000,7195.5,225000,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,-14164,Sales staff,Trade: type 3,0.335491529,0.49019553,0.524496446,0,1
100900,0,Cash loans,F,N,Y,0,67500,103855.5,8037,94500,Family,Working,Higher education,Married,House / apartment,-17254,,Transport: type 2,,0.630953611,0.429423684,0,2
100901,0,Cash loans,F,N,Y,1,81000,76500,7582.5,76500,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,-15463,,Trade: type 7,0.580950238,0.225982424,,0,
100902,1,Cash loans,F,N,Y,0,117000,770292,32764.5,688500,Unaccompanied,Pensioner,Secondary / secondary special,Widow,Municipal apartment,-21838,,XNA,0.647624036,0.541829508,0.544234741,0,3
100903,0,Cash loans,F,N,Y,1,135000,574785,22023,436500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-17432,Medicine staff,Medicine,,0.715255643,0.529889834,0,1
100904,0,Cash loans,F,N,Y,1,45000,348264,19575,315000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-17876,Sales staff,Business Entity Type 3,,0.628005657,0.684827659,0,2
100905,0,Revolving loans,F,N,Y,0,252000,180000,9000,180000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-13291,Core staff,Trade: type 3,0.584889515,0.570848508,0.380799683,0,4
